Index,scenario
1,2
2,1
3,2
4,2
5,2
6,2
7,1
8,1
9,1
10,2
11,2
12,2
13,2
14,1
15,1
16,1
17,1
18,2
19,1
20,1
21,1
22,2
23,2
24,2
25,1
26,2
27,2
28,2
29,2
30,1
31,1
32,1
33,2
34,1
35,1
36,1
37,2
38,1
39,1
40,2
41,2
42,2
43,2
44,2
45,2
46,2
47,1
48,1
49,1
50,1
51,2
52,2
53,2
54,2
55,2
56,2
57,2
58,2
59,1
60,1
61,1
62,1
63,1
64,2
65,2
66,1
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,1
75,2
76,1
77,1
78,1
79,1
80,1
81,1
82,1
83,1
84,2
85,2
86,2
87,2
88,2
89,2
90,2
91,2
92,2
93,2
94,2
95,1
96,1
97,2
98,2
99,2
100,2
101,2
102,1
103,2
104,1
105,2
106,1
107,1
108,1
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,2
118,2
119,2
120,1
121,1
122,2
123,1
124,1
125,1
126,2
127,2
128,2
129,1
130,1
131,2
132,2
133,2
134,2
135,2
136,2
137,2
138,2
139,2
140,2
141,2
142,1
143,1
144,1
145,2
146,2
147,1
148,1
149,1
150,1
151,1
152,1
153,2
154,2
155,2
156,1
157,2
158,1
159,2
160,2
161,2
162,2
163,2
164,1
165,2
166,2
167,2
168,2
169,2
170,2
171,1
172,1
173,2
174,2
175,1
176,1
177,1
178,1
179,2
180,2
181,2
182,2
183,2
184,2
185,2
186,2
187,2
188,2
189,2
190,2
191,2
192,2
193,2
194,2
195,2
196,2
197,1
198,2
199,2
200,2
