Index,scenario
1,2
2,1
3,1
4,1
5,1
6,1
7,2
8,2
9,2
10,2
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,2
19,2
20,1
21,1
22,1
23,1
24,1
25,2
26,2
27,1
28,1
29,2
30,2
31,2
32,2
33,1
34,1
35,1
36,1
37,2
38,2
39,2
40,2
41,2
42,2
43,2
44,2
45,2
46,2
47,2
48,1
49,1
50,1
51,1
52,2
53,2
54,2
55,2
56,2
57,2
58,1
59,1
60,1
61,1
62,2
63,2
64,1
65,1
66,1
67,1
68,1
69,1
70,2
71,2
72,1
73,2
74,1
75,1
76,1
77,2
78,2
79,2
80,2
81,2
82,2
83,2
84,2
85,2
86,2
87,2
88,2
89,2
90,2
91,1
92,1
93,2
94,1
95,2
96,2
97,2
98,1
99,1
100,2
101,2
102,1
103,2
104,2
105,1
106,1
107,1
108,2
109,2
110,2
111,2
112,2
113,2
114,2
115,1
116,1
117,1
118,1
119,1
120,2
121,2
122,2
123,2
124,2
125,1
126,1
127,2
128,2
129,2
130,2
131,2
132,1
133,2
134,2
135,2
136,2
137,2
138,2
139,2
140,2
141,2
142,1
143,1
144,1
145,1
146,2
147,2
148,2
149,2
150,2
151,2
152,2
153,2
154,2
155,2
156,1
157,2
158,1
159,1
160,2
161,1
162,1
163,1
164,1
165,1
166,1
167,1
168,1
169,2
170,2
171,1
172,1
173,1
174,1
175,1
176,2
177,2
178,2
179,2
180,2
181,2
182,2
183,1
184,1
185,1
186,2
187,2
188,2
189,2
190,1
191,1
192,1
193,2
194,2
195,2
196,2
197,1
198,2
199,1
200,1
