Index,scenario
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,1
12,1
13,1
14,2
15,2
16,1
17,2
18,2
19,1
20,1
21,1
22,2
23,2
24,2
25,2
26,1
27,1
28,1
29,2
30,2
31,2
32,2
33,2
34,2
35,1
36,1
37,1
38,2
39,1
40,1
41,1
42,1
43,2
44,2
45,2
46,2
47,2
48,2
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,2
59,2
60,2
61,2
62,2
63,2
64,2
65,1
66,1
67,1
68,2
69,2
70,2
71,1
72,2
73,1
74,1
75,1
76,1
77,2
78,2
79,2
80,2
81,2
82,2
83,2
84,2
85,2
86,2
87,2
88,2
89,2
90,2
91,1
92,1
93,1
94,1
95,1
96,1
97,1
98,2
99,2
100,2
101,2
102,2
103,1
104,1
105,1
106,1
107,2
108,2
109,2
110,2
111,2
112,1
113,2
114,2
115,2
116,1
117,1
118,1
119,1
120,1
121,1
122,1
123,1
124,1
125,2
126,2
127,2
128,2
129,2
130,2
131,2
132,2
133,1
134,2
135,2
136,2
137,2
138,1
139,1
140,1
141,1
142,2
143,2
144,1
145,1
146,1
147,1
148,1
149,1
150,1
151,1
152,1
153,1
154,2
155,1
156,2
157,1
158,2
159,2
160,2
161,2
162,2
163,2
164,2
165,2
166,2
167,2
168,2
169,1
170,1
171,1
172,1
173,1
174,2
175,2
176,1
177,1
178,2
179,2
180,2
181,1
182,2
183,2
184,1
185,2
186,2
187,2
188,2
189,2
190,1
191,2
192,2
193,2
194,2
195,2
196,1
197,1
198,1
199,1
200,1
