Index,scenario
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,1
13,1
14,2
15,2
16,2
17,2
18,2
19,2
20,2
21,2
22,2
23,2
24,2
25,2
26,1
27,1
28,1
29,1
30,2
31,2
32,1
33,1
34,2
35,2
36,2
37,2
38,2
39,2
40,2
41,2
42,2
43,2
44,1
45,1
46,2
47,1
48,1
49,1
50,1
51,2
52,2
53,2
54,2
55,2
56,2
57,2
58,2
59,1
60,2
61,2
62,1
63,2
64,2
65,2
66,2
67,2
68,2
69,2
70,2
71,2
72,1
73,1
74,1
75,1
76,1
77,2
78,2
79,2
80,2
81,1
82,1
83,2
84,2
85,1
86,1
87,1
88,1
89,1
90,1
91,1
92,2
93,2
94,2
95,2
96,2
97,1
98,2
99,2
100,1
101,1
102,1
103,1
104,2
105,2
106,1
107,1
108,1
109,1
110,1
111,1
112,2
113,2
114,2
115,2
116,1
117,1
118,1
119,2
120,2
121,2
122,2
123,2
124,2
125,2
126,2
127,2
128,2
129,2
130,1
131,1
132,1
133,1
134,1
135,1
136,1
137,2
138,2
139,2
140,2
141,1
142,1
143,1
144,1
145,2
146,2
147,2
148,2
149,2
150,2
151,1
152,2
153,2
154,2
155,1
156,1
157,2
158,2
159,1
160,1
161,1
162,1
163,1
164,2
165,1
166,1
167,1
168,1
169,2
170,2
171,2
172,2
173,2
174,2
175,2
176,1
177,1
178,1
179,1
180,2
181,2
182,2
183,2
184,2
185,1
186,1
187,1
188,1
189,2
190,1
191,1
192,1
193,2
194,2
195,2
196,2
197,2
198,2
199,2
200,2
