Index,scenario
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,1
9,1
10,1
11,1
12,1
13,2
14,2
15,2
16,2
17,2
18,2
19,2
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,2
28,1
29,1
30,1
31,1
32,1
33,1
34,2
35,2
36,2
37,1
38,1
39,1
40,1
41,1
42,2
43,2
44,1
45,1
46,2
47,2
48,2
49,2
50,1
51,2
52,2
53,2
54,2
55,2
56,2
57,2
58,2
59,2
60,2
61,1
62,1
63,2
64,2
65,2
66,1
67,1
68,1
69,1
70,2
71,2
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,2
82,2
83,1
84,1
85,1
86,2
87,2
88,2
89,2
90,2
91,2
92,2
93,2
94,1
95,1
96,1
97,1
98,2
99,2
100,2
101,1
102,1
103,1
104,1
105,2
106,2
107,2
108,2
109,1
110,1
111,1
112,2
113,1
114,2
115,2
116,2
117,2
118,1
119,1
120,1
121,1
122,1
123,2
124,2
125,2
126,2
127,2
128,1
129,2
130,2
131,2
132,2
133,2
134,1
135,1
136,2
137,1
138,1
139,2
140,2
141,2
142,2
143,2
144,2
145,2
146,1
147,1
148,1
149,1
150,1
151,1
152,1
153,1
154,1
155,1
156,1
157,1
158,1
159,1
160,1
161,1
162,1
163,1
164,1
165,2
166,2
167,2
168,2
169,2
170,2
171,2
172,2
173,2
174,2
175,2
176,2
177,2
178,1
179,2
180,2
181,1
182,1
183,1
184,1
185,1
186,1
187,1
188,1
189,1
190,1
191,1
192,1
193,1
194,1
195,1
196,2
197,2
198,1
199,1
200,2
