Index,scenario
1,2
2,1
3,1
4,1
5,2
6,2
7,2
8,1
9,1
10,1
11,1
12,1
13,1
14,2
15,1
16,1
17,1
18,1
19,2
20,1
21,1
22,2
23,2
24,2
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,2
34,2
35,1
36,1
37,2
38,2
39,2
40,2
41,2
42,2
43,2
44,2
45,2
46,2
47,2
48,2
49,2
50,1
51,1
52,2
53,2
54,2
55,2
56,2
57,2
58,2
59,1
60,1
61,2
62,1
63,2
64,1
65,1
66,1
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,2
75,2
76,1
77,1
78,1
79,1
80,1
81,1
82,1
83,2
84,2
85,1
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,2
94,1
95,1
96,1
97,1
98,1
99,1
100,2
101,2
102,2
103,1
104,1
105,1
106,1
107,2
108,2
109,2
110,2
111,2
112,2
113,1
114,1
115,1
116,1
117,2
118,2
119,2
120,1
121,1
122,1
123,1
124,1
125,1
126,2
127,2
128,2
129,2
130,2
131,1
132,1
133,2
134,2
135,2
136,2
137,2
138,2
139,2
140,2
141,2
142,1
143,2
144,2
145,2
146,2
147,2
148,2
149,2
150,2
151,2
152,2
153,2
154,1
155,1
156,1
157,1
158,2
159,1
160,2
161,2
162,2
163,2
164,2
165,2
166,2
167,2
168,2
169,2
170,1
171,1
172,1
173,1
174,1
175,1
176,1
177,1
178,1
179,1
180,1
181,2
182,2
183,2
184,2
185,2
186,2
187,2
188,2
189,2
190,2
191,2
192,2
193,2
194,2
195,2
196,1
197,1
198,1
199,2
200,2
