Index,scenario
1,2
2,1
3,1
4,1
5,1
6,2
7,2
8,2
9,2
10,2
11,2
12,2
13,1
14,1
15,1
16,1
17,2
18,2
19,2
20,2
21,1
22,2
23,2
24,1
25,1
26,1
27,1
28,1
29,1
30,2
31,2
32,2
33,2
34,1
35,1
36,1
37,2
38,2
39,1
40,2
41,2
42,2
43,2
44,2
45,2
46,1
47,1
48,1
49,2
50,2
51,2
52,2
53,2
54,2
55,2
56,2
57,2
58,2
59,2
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,2
69,2
70,1
71,2
72,2
73,1
74,1
75,1
76,2
77,2
78,2
79,2
80,2
81,2
82,2
83,2
84,2
85,2
86,2
87,2
88,2
89,2
90,2
91,2
92,2
93,2
94,1
95,1
96,1
97,1
98,2
99,2
100,2
101,1
102,1
103,1
104,1
105,1
106,1
107,2
108,2
109,2
110,1
111,1
112,1
113,1
114,2
115,2
116,1
117,1
118,1
119,1
120,1
121,1
122,1
123,2
124,2
125,1
126,2
127,2
128,2
129,1
130,1
131,2
132,2
133,2
134,2
135,2
136,1
137,1
138,1
139,1
140,1
141,1
142,1
143,1
144,2
145,1
146,1
147,1
148,1
149,1
150,2
151,2
152,2
153,2
154,2
155,2
156,1
157,1
158,1
159,2
160,2
161,2
162,2
163,2
164,2
165,2
166,1
167,1
168,1
169,2
170,1
171,2
172,2
173,1
174,2
175,2
176,2
177,1
178,1
179,2
180,1
181,1
182,1
183,1
184,1
185,1
186,1
187,1
188,1
189,1
190,1
191,1
192,1
193,1
194,1
195,1
196,1
197,1
198,2
199,1
200,1
