Index,scenario
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,1
10,1
11,1
12,2
13,2
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,2
27,2
28,2
29,2
30,2
31,2
32,2
33,2
34,1
35,1
36,1
37,1
38,1
39,1
40,2
41,2
42,2
43,2
44,2
45,1
46,2
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,2
59,2
60,1
61,1
62,1
63,1
64,1
65,1
66,2
67,1
68,2
69,2
70,2
71,1
72,2
73,1
74,2
75,1
76,1
77,1
78,1
79,1
80,1
81,1
82,2
83,2
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,2
92,1
93,1
94,2
95,2
96,2
97,2
98,2
99,2
100,2
101,2
102,2
103,2
104,2
105,1
106,1
107,1
108,1
109,2
110,2
111,2
112,2
113,2
114,2
115,1
116,1
117,1
118,2
119,2
120,2
121,2
122,1
123,1
124,1
125,1
126,1
127,1
128,1
129,1
130,1
131,2
132,2
133,2
134,1
135,2
136,2
137,2
138,2
139,1
140,1
141,1
142,1
143,1
144,1
145,2
146,2
147,1
148,2
149,2
150,2
151,2
152,2
153,2
154,2
155,1
156,1
157,1
158,1
159,2
160,2
161,1
162,1
163,2
164,1
165,1
166,1
167,1
168,1
169,2
170,2
171,1
172,1
173,2
174,2
175,1
176,1
177,1
178,1
179,1
180,1
181,1
182,2
183,2
184,2
185,1
186,1
187,1
188,1
189,1
190,1
191,1
192,1
193,1
194,1
195,2
196,1
197,2
198,1
199,1
200,1
