Index,scenario
1,2
2,2
3,2
4,2
5,2
6,2
7,1
8,2
9,2
10,2
11,2
12,2
13,2
14,2
15,1
16,1
17,1
18,2
19,2
20,2
21,1
22,1
23,1
24,1
25,2
26,2
27,2
28,2
29,2
30,1
31,1
32,1
33,2
34,2
35,2
36,2
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,2
47,2
48,2
49,1
50,1
51,1
52,2
53,1
54,1
55,2
56,2
57,1
58,1
59,1
60,1
61,1
62,1
63,2
64,1
65,2
66,1
67,1
68,2
69,2
70,2
71,2
72,2
73,2
74,2
75,2
76,2
77,2
78,2
79,2
80,1
81,1
82,1
83,2
84,2
85,2
86,2
87,2
88,2
89,2
90,2
91,2
92,2
93,2
94,2
95,2
96,2
97,1
98,1
99,1
100,1
101,1
102,1
103,1
104,1
105,1
106,2
107,2
108,2
109,2
110,2
111,2
112,2
113,2
114,2
115,2
116,2
117,2
118,2
119,2
120,1
121,1
122,1
123,2
124,2
125,2
126,2
127,2
128,2
129,1
130,1
131,1
132,1
133,1
134,1
135,1
136,1
137,1
138,1
139,1
140,1
141,1
142,1
143,1
144,1
145,1
146,1
147,1
148,1
149,1
150,1
151,1
152,1
153,1
154,1
155,1
156,2
157,2
158,1
159,2
160,2
161,2
162,2
163,2
164,2
165,2
166,2
167,1
168,1
169,1
170,1
171,1
172,1
173,1
174,1
175,2
176,1
177,1
178,1
179,1
180,1
181,1
182,1
183,2
184,1
185,1
186,1
187,2
188,2
189,2
190,1
191,1
192,2
193,2
194,1
195,1
196,1
197,1
198,1
199,1
200,1
