Index,scenario
1,2
2,2
3,2
4,2
5,1
6,1
7,1
8,1
9,2
10,2
11,2
12,2
13,2
14,2
15,2
16,1
17,1
18,1
19,1
20,1
21,1
22,2
23,2
24,2
25,2
26,2
27,2
28,2
29,2
30,2
31,1
32,2
33,1
34,2
35,2
36,2
37,2
38,2
39,2
40,2
41,2
42,2
43,2
44,2
45,1
46,1
47,1
48,1
49,2
50,2
51,1
52,1
53,2
54,1
55,2
56,2
57,2
58,2
59,1
60,1
61,1
62,2
63,2
64,2
65,1
66,1
67,2
68,1
69,2
70,2
71,1
72,1
73,1
74,1
75,1
76,2
77,1
78,2
79,2
80,1
81,2
82,2
83,2
84,2
85,2
86,1
87,2
88,2
89,2
90,2
91,2
92,2
93,2
94,2
95,2
96,2
97,2
98,2
99,2
100,2
101,2
102,2
103,1
104,1
105,2
106,2
107,2
108,2
109,2
110,2
111,2
112,2
113,1
114,1
115,1
116,1
117,1
118,1
119,2
120,1
121,1
122,1
123,2
124,2
125,2
126,1
127,2
128,1
129,1
130,2
131,1
132,1
133,1
134,1
135,1
136,1
137,1
138,2
139,2
140,2
141,2
142,2
143,2
144,2
145,2
146,2
147,2
148,2
149,2
150,2
151,2
152,1
153,2
154,2
155,2
156,2
157,2
158,2
159,2
160,1
161,2
162,1
163,1
164,2
165,1
166,1
167,1
168,1
169,2
170,2
171,2
172,2
173,1
174,2
175,1
176,1
177,1
178,1
179,2
180,2
181,1
182,1
183,1
184,1
185,1
186,1
187,2
188,2
189,2
190,2
191,1
192,2
193,2
194,2
195,2
196,2
197,1
198,1
199,1
200,1
