Index,scenario
1,2
2,2
3,2
4,1
5,1
6,1
7,1
8,1
9,2
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,2
23,2
24,2
25,2
26,1
27,1
28,2
29,2
30,2
31,1
32,1
33,1
34,1
35,2
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,2
50,2
51,2
52,2
53,2
54,2
55,2
56,2
57,2
58,2
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,2
79,2
80,1
81,1
82,2
83,2
84,2
85,2
86,1
87,2
88,2
89,2
90,2
91,2
92,2
93,2
94,2
95,1
96,2
97,2
98,2
99,2
100,2
101,2
102,2
103,2
104,2
105,2
106,1
107,1
108,1
109,2
110,2
111,2
112,2
113,2
114,2
115,2
116,1
117,2
118,2
119,2
120,1
121,1
122,2
123,2
124,2
125,2
126,2
127,2
128,2
129,2
130,2
131,2
132,2
133,2
134,2
135,2
136,2
137,1
138,1
139,2
140,1
141,1
142,1
143,2
144,2
145,2
146,2
147,2
148,2
149,2
150,2
151,1
152,2
153,2
154,2
155,2
156,2
157,1
158,1
159,2
160,2
161,2
162,2
163,2
164,2
165,2
166,1
167,1
168,2
169,2
170,2
171,2
172,2
173,2
174,1
175,2
176,2
177,2
178,2
179,1
180,1
181,1
182,1
183,1
184,1
185,1
186,1
187,1
188,1
189,1
190,1
191,2
192,1
193,1
194,1
195,1
196,2
197,2
198,1
199,1
200,2
