Index,scenario
1,2
2,1
3,2
4,2
5,2
6,2
7,1
8,1
9,1
10,1
11,2
12,2
13,2
14,2
15,2
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,2
24,2
25,2
26,2
27,2
28,2
29,2
30,2
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,2
48,2
49,2
50,2
51,2
52,1
53,1
54,1
55,2
56,2
57,1
58,1
59,1
60,2
61,2
62,2
63,2
64,1
65,1
66,1
67,1
68,1
69,1
70,2
71,2
72,2
73,2
74,2
75,2
76,2
77,1
78,2
79,2
80,2
81,2
82,2
83,2
84,1
85,1
86,1
87,1
88,1
89,2
90,2
91,2
92,2
93,1
94,1
95,1
96,1
97,1
98,1
99,1
100,2
101,2
102,2
103,2
104,2
105,2
106,2
107,2
108,2
109,2
110,2
111,2
112,2
113,2
114,2
115,1
116,1
117,1
118,2
119,2
120,1
121,1
122,1
123,1
124,1
125,1
126,1
127,2
128,2
129,2
130,1
131,1
132,1
133,1
134,1
135,1
136,2
137,2
138,2
139,2
140,2
141,2
142,2
143,2
144,2
145,2
146,1
147,1
148,1
149,2
150,2
151,2
152,2
153,2
154,2
155,2
156,1
157,2
158,1
159,1
160,1
161,1
162,2
163,2
164,2
165,2
166,2
167,2
168,2
169,2
170,2
171,2
172,2
173,2
174,1
175,1
176,1
177,1
178,1
179,1
180,2
181,2
182,2
183,2
184,2
185,2
186,2
187,2
188,2
189,2
190,2
191,2
192,2
193,1
194,2
195,2
196,2
197,2
198,2
199,2
200,2
