Index,scenario
1,2
2,2
3,2
4,2
5,1
6,1
7,1
8,1
9,2
10,2
11,2
12,2
13,2
14,2
15,2
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,2
26,2
27,2
28,2
29,2
30,2
31,2
32,2
33,1
34,2
35,2
36,2
37,2
38,2
39,2
40,2
41,2
42,2
43,2
44,2
45,2
46,2
47,2
48,2
49,2
50,2
51,1
52,1
53,1
54,1
55,2
56,2
57,2
58,2
59,2
60,2
61,2
62,2
63,2
64,2
65,1
66,1
67,2
68,2
69,2
70,2
71,2
72,2
73,2
74,2
75,1
76,2
77,1
78,1
79,1
80,1
81,2
82,2
83,2
84,2
85,2
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,2
94,2
95,2
96,2
97,2
98,2
99,2
100,2
101,2
102,2
103,1
104,1
105,1
106,1
107,1
108,1
109,1
110,1
111,1
112,2
113,2
114,2
115,2
116,2
117,1
118,1
119,2
120,2
121,2
122,2
123,2
124,2
125,2
126,1
127,1
128,1
129,1
130,1
131,1
132,1
133,1
134,1
135,1
136,1
137,1
138,2
139,2
140,2
141,2
142,2
143,2
144,2
145,2
146,2
147,2
148,2
149,2
150,2
151,2
152,2
153,2
154,2
155,2
156,2
157,2
158,2
159,2
160,2
161,2
162,2
163,2
164,2
165,2
166,2
167,1
168,1
169,1
170,1
171,1
172,1
173,1
174,2
175,2
176,2
177,2
178,2
179,2
180,2
181,2
182,2
183,2
184,2
185,2
186,2
187,2
188,2
189,2
190,2
191,2
192,2
193,2
194,2
195,2
196,2
197,1
198,1
199,1
200,1
