Index,scenario
1,2
2,2
3,1
4,1
5,1
6,1
7,2
8,2
9,2
10,2
11,2
12,2
13,2
14,1
15,1
16,1
17,1
18,2
19,1
20,1
21,1
22,2
23,2
24,1
25,2
26,2
27,2
28,2
29,2
30,2
31,2
32,2
33,2
34,2
35,2
36,2
37,2
38,2
39,2
40,2
41,2
42,2
43,2
44,2
45,1
46,2
47,2
48,2
49,1
50,1
51,2
52,2
53,2
54,2
55,2
56,1
57,1
58,2
59,2
60,1
61,1
62,1
63,2
64,2
65,1
66,2
67,2
68,2
69,2
70,2
71,2
72,2
73,2
74,2
75,1
76,1
77,2
78,2
79,2
80,2
81,2
82,2
83,2
84,2
85,2
86,1
87,1
88,1
89,1
90,2
91,2
92,2
93,1
94,1
95,1
96,1
97,1
98,2
99,2
100,2
101,2
102,2
103,2
104,2
105,2
106,2
107,2
108,1
109,2
110,1
111,2
112,2
113,2
114,2
115,2
116,2
117,2
118,1
119,2
120,2
121,1
122,1
123,1
124,1
125,1
126,2
127,2
128,1
129,1
130,1
131,1
132,2
133,2
134,1
135,1
136,1
137,1
138,1
139,1
140,2
141,2
142,2
143,2
144,2
145,2
146,2
147,2
148,2
149,2
150,2
151,2
152,2
153,2
154,2
155,2
156,2
157,2
158,2
159,2
160,2
161,1
162,2
163,2
164,2
165,2
166,2
167,2
168,2
169,2
170,2
171,1
172,2
173,2
174,2
175,2
176,2
177,2
178,2
179,2
180,2
181,2
182,1
183,2
184,2
185,2
186,2
187,1
188,1
189,1
190,2
191,2
192,2
193,1
194,1
195,1
196,1
197,1
198,1
199,1
200,1
