Index,scenario
1,2
2,2
3,1
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,1
13,1
14,1
15,1
16,1
17,2
18,1
19,1
20,1
21,1
22,2
23,2
24,2
25,1
26,1
27,1
28,2
29,2
30,2
31,2
32,2
33,2
34,2
35,2
36,1
37,2
38,2
39,2
40,2
41,2
42,2
43,2
44,2
45,2
46,2
47,2
48,2
49,2
50,2
51,2
52,2
53,2
54,2
55,2
56,2
57,2
58,1
59,1
60,1
61,1
62,1
63,1
64,1
65,2
66,2
67,2
68,2
69,1
70,1
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,2
80,2
81,1
82,1
83,2
84,2
85,2
86,2
87,2
88,1
89,1
90,1
91,2
92,2
93,2
94,2
95,1
96,2
97,2
98,2
99,2
100,2
101,1
102,1
103,2
104,2
105,2
106,2
107,2
108,2
109,2
110,2
111,2
112,1
113,2
114,2
115,2
116,2
117,2
118,1
119,2
120,2
121,2
122,2
123,2
124,2
125,2
126,2
127,2
128,2
129,2
130,2
131,2
132,2
133,1
134,1
135,1
136,1
137,1
138,1
139,1
140,2
141,2
142,2
143,1
144,1
145,1
146,1
147,1
148,1
149,1
150,2
151,2
152,2
153,1
154,1
155,1
156,1
157,1
158,2
159,2
160,2
161,2
162,1
163,1
164,1
165,1
166,1
167,1
168,2
169,2
170,2
171,2
172,2
173,2
174,2
175,2
176,2
177,2
178,2
179,2
180,2
181,2
182,2
183,1
184,1
185,2
186,1
187,1
188,1
189,1
190,1
191,1
192,2
193,1
194,1
195,2
196,1
197,1
198,1
199,2
200,2
