Index,scenario
1,2
2,1
3,1
4,1
5,1
6,2
7,1
8,1
9,1
10,1
11,2
12,2
13,2
14,2
15,2
16,2
17,2
18,2
19,2
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,2
30,2
31,2
32,2
33,1
34,1
35,1
36,1
37,1
38,1
39,2
40,2
41,2
42,2
43,2
44,2
45,1
46,2
47,1
48,1
49,1
50,1
51,1
52,2
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,2
62,2
63,2
64,2
65,1
66,1
67,2
68,2
69,2
70,2
71,2
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,1
82,2
83,2
84,1
85,1
86,1
87,1
88,1
89,2
90,1
91,1
92,2
93,2
94,2
95,2
96,2
97,2
98,2
99,1
100,1
101,1
102,1
103,1
104,1
105,1
106,2
107,1
108,1
109,2
110,2
111,2
112,2
113,2
114,1
115,1
116,1
117,2
118,2
119,2
120,2
121,2
122,2
123,2
124,2
125,2
126,2
127,2
128,1
129,1
130,1
131,1
132,2
133,2
134,2
135,2
136,2
137,2
138,2
139,2
140,2
141,2
142,1
143,1
144,1
145,1
146,1
147,1
148,1
149,2
150,2
151,2
152,2
153,1
154,1
155,1
156,2
157,2
158,2
159,2
160,2
161,1
162,2
163,2
164,1
165,1
166,2
167,2
168,2
169,2
170,2
171,2
172,1
173,1
174,1
175,1
176,2
177,2
178,2
179,2
180,1
181,1
182,2
183,2
184,2
185,2
186,2
187,2
188,1
189,1
190,1
191,1
192,1
193,1
194,1
195,1
196,2
197,2
198,1
199,1
200,1
