Index,scenario
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,1
9,2
10,2
11,2
12,2
13,2
14,2
15,2
16,2
17,2
18,2
19,2
20,1
21,1
22,1
23,1
24,2
25,2
26,1
27,1
28,2
29,2
30,2
31,2
32,1
33,2
34,2
35,2
36,2
37,2
38,2
39,2
40,2
41,2
42,2
43,2
44,2
45,2
46,2
47,2
48,2
49,2
50,2
51,2
52,2
53,1
54,1
55,1
56,1
57,2
58,2
59,1
60,2
61,2
62,2
63,2
64,2
65,2
66,2
67,2
68,2
69,2
70,1
71,1
72,1
73,1
74,2
75,2
76,1
77,1
78,1
79,1
80,1
81,1
82,1
83,1
84,1
85,2
86,2
87,2
88,1
89,1
90,1
91,2
92,2
93,2
94,2
95,2
96,2
97,2
98,2
99,2
100,1
101,1
102,1
103,2
104,2
105,1
106,2
107,2
108,2
109,2
110,2
111,1
112,1
113,2
114,2
115,2
116,2
117,2
118,2
119,2
120,2
121,2
122,2
123,2
124,2
125,2
126,2
127,1
128,1
129,1
130,1
131,1
132,1
133,1
134,2
135,2
136,2
137,1
138,1
139,1
140,1
141,1
142,2
143,2
144,1
145,1
146,2
147,2
148,2
149,2
150,2
151,2
152,2
153,2
154,2
155,2
156,1
157,1
158,2
159,2
160,2
161,2
162,2
163,2
164,2
165,2
166,1
167,2
168,2
169,2
170,2
171,2
172,2
173,2
174,2
175,2
176,2
177,2
178,2
179,2
180,2
181,1
182,1
183,1
184,1
185,2
186,2
187,2
188,1
189,1
190,1
191,1
192,1
193,1
194,2
195,1
196,1
197,1
198,1
199,1
200,1
