Index,scenario
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,1
10,1
11,2
12,2
13,2
14,2
15,2
16,2
17,2
18,2
19,2
20,2
21,1
22,2
23,2
24,2
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,2
33,2
34,2
35,1
36,2
37,2
38,2
39,1
40,2
41,2
42,1
43,1
44,1
45,1
46,1
47,2
48,1
49,1
50,1
51,1
52,1
53,2
54,2
55,2
56,2
57,2
58,2
59,1
60,1
61,1
62,1
63,2
64,2
65,2
66,1
67,2
68,1
69,1
70,1
71,1
72,2
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,2
82,2
83,2
84,2
85,2
86,2
87,2
88,2
89,2
90,1
91,1
92,1
93,1
94,1
95,2
96,2
97,2
98,2
99,2
100,2
101,2
102,2
103,2
104,1
105,1
106,2
107,1
108,1
109,1
110,1
111,1
112,1
113,1
114,1
115,2
116,1
117,1
118,1
119,1
120,2
121,1
122,1
123,1
124,2
125,1
126,1
127,2
128,2
129,2
130,2
131,2
132,2
133,1
134,1
135,1
136,2
137,2
138,2
139,2
140,2
141,2
142,2
143,2
144,2
145,1
146,1
147,1
148,1
149,2
150,2
151,2
152,2
153,2
154,2
155,2
156,1
157,1
158,1
159,1
160,1
161,2
162,2
163,1
164,1
165,1
166,1
167,2
168,2
169,2
170,2
171,2
172,2
173,2
174,2
175,2
176,1
177,1
178,2
179,2
180,2
181,2
182,2
183,2
184,1
185,1
186,2
187,2
188,2
189,2
190,2
191,2
192,2
193,2
194,1
195,2
196,1
197,1
198,2
199,2
200,2
