Index,scenario
1,2
2,2
3,2
4,2
5,2
6,2
7,1
8,2
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,2
18,2
19,2
20,1
21,1
22,1
23,2
24,2
25,2
26,2
27,1
28,1
29,2
30,2
31,2
32,2
33,2
34,2
35,2
36,2
37,2
38,2
39,1
40,1
41,1
42,1
43,1
44,2
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,2
53,2
54,2
55,2
56,2
57,1
58,1
59,1
60,1
61,1
62,1
63,1
64,2
65,1
66,1
67,1
68,1
69,1
70,2
71,2
72,2
73,2
74,2
75,1
76,2
77,1
78,1
79,1
80,1
81,1
82,2
83,1
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,2
92,2
93,1
94,1
95,1
96,2
97,2
98,2
99,2
100,2
101,2
102,1
103,1
104,2
105,2
106,2
107,2
108,2
109,2
110,1
111,2
112,2
113,2
114,1
115,1
116,1
117,1
118,1
119,1
120,2
121,2
122,2
123,2
124,2
125,2
126,2
127,2
128,2
129,2
130,2
131,2
132,2
133,2
134,2
135,2
136,2
137,2
138,2
139,2
140,2
141,1
142,1
143,1
144,1
145,2
146,1
147,1
148,2
149,2
150,2
151,1
152,1
153,1
154,1
155,1
156,2
157,2
158,1
159,2
160,1
161,2
162,2
163,2
164,2
165,2
166,2
167,2
168,1
169,1
170,1
171,2
172,1
173,2
174,2
175,2
176,2
177,2
178,1
179,1
180,1
181,2
182,2
183,2
184,2
185,2
186,1
187,2
188,2
189,2
190,2
191,1
192,1
193,1
194,1
195,1
196,2
197,2
198,2
199,2
200,2
