Index,scenario
1,2
2,2
3,1
4,1
5,1
6,2
7,2
8,2
9,2
10,2
11,2
12,2
13,2
14,2
15,2
16,2
17,2
18,2
19,1
20,2
21,2
22,1
23,1
24,2
25,2
26,2
27,2
28,2
29,2
30,2
31,2
32,1
33,1
34,1
35,2
36,2
37,2
38,2
39,2
40,1
41,1
42,1
43,1
44,1
45,2
46,2
47,2
48,2
49,2
50,2
51,2
52,2
53,2
54,2
55,2
56,2
57,2
58,2
59,2
60,2
61,2
62,2
63,1
64,1
65,1
66,1
67,2
68,2
69,2
70,2
71,1
72,2
73,2
74,2
75,1
76,2
77,2
78,1
79,2
80,1
81,2
82,2
83,2
84,2
85,2
86,1
87,1
88,1
89,1
90,2
91,2
92,2
93,2
94,2
95,2
96,2
97,2
98,2
99,2
100,2
101,2
102,2
103,1
104,2
105,2
106,2
107,2
108,2
109,2
110,1
111,1
112,2
113,2
114,1
115,1
116,1
117,2
118,2
119,2
120,1
121,1
122,1
123,1
124,2
125,1
126,1
127,1
128,1
129,1
130,1
131,2
132,2
133,2
134,2
135,1
136,2
137,2
138,2
139,2
140,2
141,2
142,2
143,2
144,1
145,2
146,1
147,2
148,2
149,2
150,2
151,2
152,2
153,2
154,2
155,2
156,1
157,2
158,2
159,2
160,2
161,1
162,1
163,1
164,1
165,1
166,1
167,1
168,1
169,1
170,1
171,1
172,1
173,1
174,2
175,2
176,2
177,2
178,2
179,1
180,2
181,2
182,2
183,2
184,1
185,1
186,1
187,1
188,2
189,2
190,1
191,2
192,2
193,2
194,2
195,2
196,1
197,1
198,2
199,2
200,2
